text,label
,시스템 운영
다음과 같이 퍼블릭 ip에 80번 포트로 admin에 접속했습니다 이 상태에서 개인 수정을 하면 되는 걸까요,웹
bins  030 80 150 160        trindataPM25 level  pdcut traindataPM25 binsbins labelslistgoodnormal bad very bad 미세먼지 농도별 구간을 설정하기 위해 다음 각같이 코드를 구성했습니다 TypeError                                 Traceback most recent call last in       1 bins  030 80 150 160gt 2 trindataPM25 level  pdcut traindataPM25 binsbins labelslistgoodnormal bad very bad TypeError list expected at most 1 argument got 4 이런 에러코드를 받았는데 구간 설정에 문제가 있는 건지 질문드립니다 감사합니다,코드2
,코드2
XGB 오류 피드백으로 pip uninstall xgboost로 지웠다가 xgboost를 다시 설치하였는데요 model  XGBRegressornestimators200gamma1eta005maxdepth5reglambda5regalpha5randomstate42modelfittrainx trainypredy  modelpredicttestxprintr2scoretestypredy 위의 코드 실행 결과로 modelfit 라인에서 Invalid shape 44346 2 for label라는 오류가 생겼습니다 이전 실행 때는 shape 문제가 없었기 때문에 드래건볼 도 찾았었는데 코드 변경 없이 원본 데이터가 문제라는 오류가 떠서 어디서 조치를 취해야 하는지 궁금합니다 ,코드2
it 인프라 구성의 프로세싱과 인 아웃풋은 어떤 식으로 작성해야 하나요 하드웨어 종류 os 이런 거 작성인가요,이론
list 타입으로 바꾸면 explode 함수가 먹히지 않습니다,코드2
동영상 다운로드가 안됩니다,시스템 운영
수치형 범주형 어떻게 파악해야 할까요 넘어가지 못하고 있어서 질문드립니다,이론
에서 commercial의 예시가 정확히 뭐가 있을까요 이해가 잘 안 가서 질문드립니다,이론
감사합니다 다만 정상적으로 작동하고 답도 틀리지 않은데 all Failed가 뜹니다  coding utf8 import sysa  0whileTrue    k  intinput       if1 lt k lt 100000000        whileTrue            if k  2  1                kk1                continue            elif k  2  0                a  k  2                if a  2  1                    printk                    break                elif a  2  0                    kk1                    continue    break,코드1
데이터 변수를 bike로 저장했습니다 var  hourbike  dfvarbikehead로 했는데 df는 뭘로 바꿔야 하나요,코드2
sortvalues를 사용할 때 조건이 두 가지 또는 여러 가지 일 땐 어떻게 해야 하는지 궁금합니다 ex rank 열을 기준으로 오름차순 rank 열이 같다면 gpa 열을 기준으로 내림차순 하시오,코드2
강사님 튜터님 오후 실습시간은 언제까지인가요,시스템 운영
putty 실행시키면 네트워크 에러라고 뜨고 검정 창 밖에 안 뜹니다,웹
api 오류 해결 부탁드립니다 감사합니다,코드2
실습 3의 피드백 요청을 드립니다 각각의 WhereWhatHow가 잘 작성되었는지 의문이 듭니다 감사합니다  ,이론
안녕하세요 modelfit 함수를 실행 시에 나오는 Epoch 밑의 숫자는 명칭이 어떻게 되나요 답변 부탁드립니다 감사합니다,코드2
videoisOpened 했는데 False가 나와서요 진행이 안됩니다 ,코드2
모델을 학습하기 전에 타깃과 피처로 나누는 과정에서 타깃 변수는 어떻게 지정하게 되는지 헷갈려서 질문드립니다,이론
마지막에 failed가 떴는데 이유를 잘 모르겠습니다  coding utf8 import sysdef DFSd v visited     visitedappendv        if dgetv  None          return visited            dvsort    for i in dv          if i not in visited              DFSd i visited      return visitedN M  mapintsysstdinreadlinesplitd  for k in rangeM      k v  mapint sysstdinreadlinesplit    if k not in d          dk  v    else          dkappendvvisited  lst  DFSd 1 visitedprintlst,코드1
Errno 2 No such file or directory contentgdriveMy DriveColab Notebooksaivledatadatasentimentcsv csv 파일을 찾을 수 없다는 것 같은데  혹시 datasentimentcsv 파일은 어디서 볼 수 있는지 알려주실 수 있나요,코드2
아나콘다 프롬프트 실행 후 CD gt PYTHON을 실행했을 때 실행이 안 됩니다,코드1
어제 휴가여서 실습 2일차를 못했는데 실습 2일차 없는 상태로라도 과제를 제출할까요,시스템 운영
이번 1545부터 시작되는 조별 실습은 몇 시까지인가요 5시까지 인건 가요,시스템 운영
안녕하세요 강사님께서 이전에 교안 새로 다운로드해달라고 말씀해 주셨는데 강의실 학습자료에 있는 39번 자료 다운로드하면 되는 건 지 문의드리고 싶습니다 변경된 새 교안 파일을 다운로드한 것이 맞는지 확실하지 않아 문의드리게 되었습니다,시스템 운영
실습 파일을 jupyter notebook으로 열려고 했는데 cmd 창에서 pip install이 실행되지 않습니다 이런 문구가 뜰 때는 어떻게 해야 하는 건가요 ,코드1
d  0 넣는 대신에 리스트로 해서 받았는데 이건 또 왜 1개만 pass가 되는 걸까요,코드1
NaN 행을 제거하기 위하여 어떤 메서드를 사용하였는데 여기에 같이 사용하여야 할 파라미터는 이 문제에서 행을 제거할 때 dropna의 디폴트 값이 axis  0으로 알고 있어서 inplace  True를 해야 적용이 되는 걸로 이해했기에 답을 체크했습니다 inplace  True 도 파라미터이기에 같은 정답이라고 생각하기에 문의 남겨봅니다,코드2
안녕하세요 어제 복습을 위해 복습 강의를 열었는데요 동영상 플레이하는 막대 방가 없어서 긴 강의를 전부 다 다시 들어야 하더라고요  어려운 부분을 발췌해서 듣고 싶은데 막대 바를 추가해 주실 수 없을까요,시스템 운영
아까 작동 테스트에서 DNS 이름 새 탭에 복붙하였을 때 페이지가 열렸지만 current host 가 제대로 뜨지 않아 시작페이지를 다시 생성하여 만들었는데 Health Check 가 unhealthy로 나옵니다   그냥 스킵하고 로드밸런서 들어가서 DNS 복붙하여 새 탭 들어가도 이전과 똑같은 페이지가 뜨는데 어떻게 해야 할까요 ,웹
의미가 조금 잘못 전달된 거 같아서 다시 질문드립 너다 강사님도 역시 flatten 시킨 후에 공식을 써서 스케일링을 진행시켰는데 이때 강사님은 3차원부터는 Minmaxscaler를 사용할 수 없다고 말씀하시고 이런 상황에서는 사용하지 않는다는 식으로 말씀하셨습니다 제 말은 어차피 해당 상황처럼 Fully Connected를 통과 시 키 위해 flatten 하는 상황이라면  Minmax를 사용하는 게 가능할 거 같은데 왜 저렇게 사용하셨냐입니다 그 이유가 의문이라 말씀드렸습니다,이론
기억이 나지 않아 질문드립니다 여기서 ipv4를 자동 활성화하는 이유가 무엇이라고 하셨는지 한 번만 더 가르쳐 주시면 감사하겠습니다,웹
안녕하세요 문 1 다음 셀을 코드를 수정해 1부터 10까지 짝수의 합을 구해 보세요 1부터 10까지 짝수의 합 s  0for i in range1 11    if i  2  0        s  s  iprint 합  s 여기서 s를 0으로 지정하고 시작하는 이유가 무엇인지 궁금합니다,코드1
튜터님 고생 많으십니다 실습 교재 p89 하는 도중 6번 RDS에 접속하기 위해 명령어를 적었는데 error가 나서 문의드립니다 감사합니다,웹
강사님 교안하고 동일한 절차로 진행했는데 왜 xtrain이 넘파이 어레이 타입으로 나오는 걸까요 pddataframe으로 x 전체를 df 타입으로 바꿔주고 traintest 쪼갰는데 강사님이 할 때는 trainx가 df 형식으로 나와서 진행이 잘 됐는데 저는 오류가 뜨는 걸까요,코드2
안녕하세요 전처리 관련해서 질문드립니다 1  shift와 rolling을 이용하여 생성한 칼럼을 이용하여 총 생활인구수를 예측하는 것이 맞나요,이론
xval을 넣어도 직선이 나오거나 제대로 나오지 않습니다 그리고 강사님께서 xtrain과 xval 둘 다 봐야 한다고 말씀하셨던 것 같습니다,코드2
2 데이터 전처리  문제 5번에서 수도권 데이터만 남긴 후 dftotalshape 진행하면 109177 10 값이 나오는데 정답이 아니라서 어디가 잘못된 걸까요,코드2
변수 중요도에 대한 질문 식이 어디가 잘못됐는지 중요도가 다르게 나왔습니다 어느 부분이 달라서 중요도가 이렇게 다른지를 모르겠습니다 같은 feature와 target 데이터를 사용했는데 다르네요,코드2
field  listinput for  in range3white  black steps  1212121221212121for i in range3  for j in range3    if fieldij1      whiteappendij    if fieldij2      blackappendij    white1move   white2move  for step in steps  white1moveappendxy for xy in zipstep white0  white2moveappendxy for xy in zipstep white1if black0 in white1move or black0 in white2move  ans  possibleelif black1 in white1move or black1 in white2move  ans  possibleelse  ans  impossibleprintans 한 케이스만 통과하지 못하는데 이유를 모르겠습니다,코드1
AICE 수험 시 가능한 참고 구글링의 범위가 개인적으로 코드를 정리해 둔 colab이나 개인 블로그 아나콘다 주피터 노트북 파일 등을 포함하는지 궁금합니다,시스템 운영
img  cv2resizeimg 28 28cv2error OpenCV460 Daopencvpythonopencvpythonopencvmodulesimgprocsrcresizecpp4052 error 215Assertion failed ssizeempty in function cvresizeresize 부분에서 에러가 나는 것 같은데 강사님 코드로 그대로 돌렸는데 왜 에러가 날까요 이미지 파일 넣고 업로드 시키면 이 부분에서 에러가 납니다,코드2
행의 수가 다른 데이터로 traintestsplit 하는 방법이 궁금합니다 trainx testx trainy testy  traintestsplitdftotal dftest testsize2 randomstate42ValueError Found input variables with inconsistent numbers of samples 34752 4344,코드2
멀티 클래스 분류에서 sequential api 일 때 pred의 argmax가 다음 사진과 같이 다 0이 나왔습니다 이 경우 어떻게 해석해야 하나요,이론
캐슬 제출명 어떻게 바꾸는지 알 수 있을까요,시스템 운영
어제 실습 2까지 최대한 해보려고 했는데요 실습 53p에서 막혀서 원격 지원 요청드립니다,원격
tensorflow로 작업하는 경우 이미지 데이터 셋을 한 번에 datagen  ImageDataGenerator를 통해 데이터 어 그 멘 테이션을 할 수 있는 것으로 알고 있습니다 그래서 datagenflowfromdirectory 혹은 datagenflowfromdataframe으로 가지고 있는 이미지 데이터를 불러옴과 동시에 증강까지 가능한 것으로 알고 있습니다 저희가 받은 csv 데이터는 df으로 받아서 flowfromdataframe 을 사용하면 될 것 같으나 해당 메서드는 df 안에서도 이미지 데이터의 경로를 받는 원리로 동작합니다 그래서 저희가 받은 데이터와 같은 경우 이미지의 경로 지정이 아닌 픽셀 값이 직접 설정되어 있는 경우에는 쉽게 어 그 멘 테이션 할 수 있는 방법이 없을까요 반복문을 통해 하나하나 증강시켜주는 방법밖에 없을까요 검색 후에 찾지 못해서 문의드립니다,코드2
머신러닝 모델에서 선형회귀에서는 coef 값으로 가중치를 확인하고니씨 젼 트리에서는 feature importances 값으로 변수 중요도를 확인한다고 배웠습니다 여기서 의문점이 든 게이들이 계산되는 과정에서 종속 변수와 각 독립 변수 간의 상관계수가 영향을 미치는 건지 궁금해졌습니다,이론
plottree에서 마지막에  세미콜론을 붙이는 이유가 있나요 있다면 어떤 기능을 하는지 궁금합니다,코드2
xvdf 가 없는데 어떻게 해야 할까요,웹
Ham vs Spam 부분에서 Ham 부분과 Spam 부분을 어떻게 따로 구분하여 wordcloud에 적용시킬 수 있을까요  미리 떼어 놓은 뒤에 넣어야 하는지 그냥 코드 입력 부분에서 바로 넣을 수 있는지 궁금합니다,코드2
n  intinputx y  mapintinputsplitfor i in range0n    a b  mapintinputsplit    c  absxaabsyb100 여기까지 각 피자집과의 거리에 100을 곱한 배달비는 구했는데 이 값을 비교하는 부분에서 방법을 모르겠습니다 리스트로 만들어서 값을 추가하는 것을  아래처럼 시도해 봤으나 c  absxaabsyb100    cappendc 제대로 출력이  안됩니다 append를 써서는 제대로 출력이 안되는 걸까요,코드1
안녕하세요 실습 7 피드백 부탁드립니다 제가 제안한 사항은 특정 기능에 대한 제안이 아닌 하나의 플랫폼 서비스를 제안하였습니다 발표한 다른 에이 블러드의 아이디어 대비 범위가 넓다고 생각되는데 이렇게 진행해도 괜찮을지 궁금합니다 감사합니다,이론
만약 4개의 관광지가 있어서 D  A  B  C  순서이면 D의 관광지 점수는 3점인가요,코드1
실습 4번을 하다가 보초 법을 사용해 봤는데 인덱스를 찾기 위한 함수를 만들었습니다 함수 시작부터 4번째 줄에 복사한 a 리스트에 appendkey가 있는데 이 append는 왜 필요한 건가요 def maximumindexxkey    a  xcopy    aappendkey    i  0    while True        if ai  key            break        i1    if i  lenx        return 1    else        return i,코드1
실습 파일을 제출할 때 ipynb 파일이 아닌 jypnb 파일로 저장해서 제출해야 한다고 공지되어 있는데 어떻게 저장을 해야 저 파일의 형태로 저장이 되는 건가요,시스템 운영
불필요한 시간 관련 행음 제거하라고 했는데 기존 datetime으로 바꾼 기준일 ID를 제외한 year month day hour  등의 변수를 다 지우는 것으로 이해하는 게 맞을까요 아니면 이것까지 포함해서 학습에 사용해야 하나요,이론
어태커 다운을 받았는데 오라클에서 가져오지 못하고 있습니다 도와주세요,웹
교안 보기 외에 추가 파일을 받는 방법이 궁금합니다 ,시스템 운영
 AICE에 가입하려 이메일을 기입하니 이미 등록된 메일이라는 안내 문구가 떴는데 비밀번호를 찾으려 하니 없는 메일이라고 합니다 혹시 AICE에 이미 가입이 되어있는 상태일까요 그렇다면 제 가입 정보 비밀번호를 알 수 있을까요,시스템 운영
,코드1
이렇게 sequence vectorize를 하면 shape이 11로 나오는데 왜 그런가요,코드2
딥러닝 학습 과정에서 sigmoid 함수를 사용했을 때 backpropagation을 진행하며 gradient vanishing 현상이 일어난다고 이해했는데 이해한 내용이 맞나요 추가로 gradient vanishing 현상의 영향을 줄이기 위해 ReLu ELU 같은 함수들이 제안된 것이 맞는지도 궁금합니다,코드2
dftotal  pdmergedftotaldfpnu on  RID 까지는 정상적으로 돌아가는데 dftotal  pdmergedftotaldfsignal on  RID를 실행하니 사진처럼 값이 다 사라져 버립니다 해당 코드는 교안에 있던 코드인데 무엇이 문제인지 궁금합니다,코드2
items  for element in elements    data          title  elementselectoneitemnametext        oprice  elementselectoneopricetext        sprice  elementselectonesprice gt strongtext        img  http  elementselectoneimggetdataorigina        itemsappenddataitems2 이렇게 코드를 짰는데 AttributeError NoneType object has no attribute get 이렇게 에러가 납니다 어디를 고쳐야 하나요,웹
A0B0pay0def waterPaycompL    if comp  A        pay100        return Lpay    if comp  B        if L50            pay  75            return Lpay        printwaterPayA34printwaterPayA75printwaterPayB35printwaterPayB95왜 A는 정상 출력되는데  B가 정상적으로 가지 못하고 계속 A로 빠지는 거 같은데 왜 그런 걸까요,코드1
코딩 마스터스에서 실행을 하면 오류가 뜨는 문제가 어제부터 계속되고 있습니다 언제 해결될까요,시스템 운영
24일 제출한 빅 프 개요서를 주말 동안 주제 등 수정 및 변경 가능 하나 요다음 주 월 화 제안 PT를 꼭 제출한 파일로  진행해야 하는지 질문드립니다 ,시스템 운영
내부 네트워크 문제로 aws cloud9에서 인스턴스로 접속 시도 시 아래와 같은 키 오류가 납니다,웹
딥러닝 정답 파일은 학습자료에 안 올려주시나요 딥러닝 빈 곳이 많아 채우고 싶은데 정답을 몰라 완벽히 이해가 되지 않습니다,시스템 운영
안녕하세요 서울버스 데이터를 다운로드하고 압축을 푸는데  vol1egg만 압축이 풀리고 2와 3은 풀리지 않는데 혹시 해결 방법을 아시나요 vol1을 풀었고 23을 풀려고 시도하는데 계속 1부터 파일을 열라는 문구만 뜨는 상황입니다,시스템 운영
Testdataset의 row 행 전체에 대한 예측 결과를 넣는 방법에 대해 알 수 있을까요,코드2
고객 이탈 여부로 비즈니스 매트릭스 나온 문제에서 0과 1이 어떤 게 이탈이고 어떤 게 잔존인지 안 나와있습니다 없어도 해결이 가능한 문제인 건가요,이론
안녕하세요 아까 질문 답변을 받았는데요  모델 생성할 때 optimizeradam 이렇게 잘 선언해 줬었는데 모델 불러오고 예측값 뽑아낼 때가 옵티마이저 오류가 나네요  해결했습니다   튜터님 감사합니다  제가 라이브러리 불러올 때  모델 생성 전과 다르게 tensorflowpythonkerasmodels import loadmodel 이렇게 불러와버렸네요  ,코드2
답변 txt 파일 첨부해 주셨다고 하셨는데 어디서 확인할 수 있을까요 찾아보았는데 잘 모르겠습니다,시스템 운영
cvscore로 쓰는 것이 아닌가요,코드2
4  로지스틱 회귀 분석 결괏값과 상관없이 변수 제거 없이 그대로 사용하던데 이도 맞는 방법인지 문의드립니다,코드2
area  intinput 직사각형의 넓이를 입력하세요 for i in range1area1    if i  i gt area  break    if area  i  continue    printfi x area  i    printfarea  i x i,코드1
아까 오류 생겨서 이제 putty 실행으로 넘어왔는데 login as가 뜨면 해결 뭘 입력해야 하는지 다시 설명 받을 수 있을까요,웹
modeladdkeraslayersDense3 activationsoftmax으로 Dense에 3으로 입력해 주었는데 왜 결과는 01만 나오는 건가요 심지어 제 예측값은 다 0만 나오네요,코드2
,코드1
AIDU에 있는 서울시 생활정보 기반 대중교통 수요분석 주피터 랩에 올리면 에이블 에듀 홈에 있는 제출하기에는 안 올려도 되는 건가요,시스템 운영
그렇다면 기본 라우팅 테이블은 어떻게 찾을 수 있을까요,웹
이번엔 정말 오타가 없는데 no such file or directory라고 뜨네요  혹시 원격 지원 부탁드려도 될까요,원격
강사님이 오전에 설명하시기로는 명일에 제출할 산출물은 ppt만 있으면 된다고 하셨는데 학습자료로 받은 파일 내용에서는 ppt랑 코드까지 제출하라고 되어있습니다 어떻게 제출하면 될까요,시스템 운영
AIFB의 서울시 생활정보 기반 대중교통 수요분석 데이터들을 로컬에서 실행시키려고 하는데 데이터를 가지고 오려면 어떻게 해야 하나 요원 격지원을 받았는데 로컬에서 실행시켜야 한다고 하셔서 질문드립니다,코드2
Sequential  Functional 을 각각 언제 사용하는지 궁금합니다,이론
안녕하세요 아까 문의드렸던 문제는 해결했습니다 그런데 가상 윈도 내에 크롬 실행 시 security 문제를 해결하지 못해서 원격 지원 요청드려도 될까요,원격
shell에서 create 작업을 했는데 데이터베이스가 잡 겼다고 오류가 나옵니다 ,웹
설루션을 장르가 하나가 아닌 두개로 엮어도 될까요,이론
order의 q p 값을 높였을 때 과적합 문제가 생길 수 있다고 하셨는데 관 적합 여부를 어떻게 확인할 수 있나요,이론
httpscodingaiaivleedukrQuestion3321View1fromPage323321번 카페 사장 철수 문제에 대해 질문드립니다 해당 문제를 채점했을 때의 테스트 케이스는 모두 통과했는데 채점 이후 제출했을 때 결과는 틀렸다고 나옵니다 혹시 제가 어떤 부분을 틀린 건지 알 수 있을까요 내용에 코드를 붙여넣기 하면 이상하게 등록되어 파일로 첨부했습니다 ,코드1
안녕하세요 실습 가이드 pdf 파일에 안내해 주신 것처럼 네트워크 설정을 마치고 attacker에 명령어를 입력했는데 첨부한 사진과 같이 안내받은 명령어 4가지만 입력하면 되는 것인 지 문의드리고 싶습니다 올바르게 완료한 것이 맞는지 헷갈려 질문드리게 되었습니다,웹
안녕하세요 튜터님 집 러닝 강의를 듣다가 활성함수 relu와 관련해서 궁금한 점이 있어 문의드립니다 교재 그래프를 보니까 relu는 음의 값은 0으로 취급하고 양의 값만 취급하는 것 같습니다 그럼 relu를 이용하면 음의 영향을 미치는 변수들은 파라미터로 업데이트가 되지 않는 것인가요 아니면 특정 기준을 두고 그 기준보다 작은 값을 0으로 취급한 것인가요 매번 친절히 답변해 주셔서 감사합니다,이론
dftcopylocdftcopyurlnumhyphensdom lt 5urlpathlenfillnaurlpathlenmeanT inplace  True 코드는 다음과 같이 고쳤는데 fillna에는 조건 조회가 불가능한가요,코드2
안녕하세요 뷰와 외래 키에 관련한 궁금한 점이 있습니다 1 외래 키는 다른 테이블의 primary 키로만 설정할 수 있나요 2 VIEW를 수정 UPDATE 하면 원본 테이블의 데이터도 수정이 되나요 아니면 VIEW만 수정된 상태로 유지되나요,웹
노란색 밑줄 친 부분에 왜 정수형으로 바꿔준 건지 알 수 있을까요 astype 부분입니다 항상 친절하고 좋은 답변해 주셔서 고맙습니다 직접 전해드리지 못하고 이렇게 작게나마 감사를 올립니다 항상 감사합니다,코드2
url을 새 탭이나 새 창에서 확인할 때 첨부파일처럼 사기성 사이트라고 뜹니다,웹
Q1 정규분포 면 중심이 0 아닌 가요라는 질문에 표준정규분포인 경우 중심이 1입니다 중심이 0입니다라고 두 가지의 답변이 채팅창에 올라왔는데 뭐가 답인가요,이론
def linea key    i0    count  0        while True        count  2        if i  lena            print 검색 결과 없음            break                    if ai  key            printf 검색 결과 ai에 있음            printf 선형 검색에서 if 문은 count 번 실행되었다            break        i  1위와 같이 코딩했는데 여기에서 break의 활용 역시 문제없었는지가 걱정이 되었습니다,코드1
사진 속 boxplot에서 38을 경곗값으로 설정한 이유가 15 x IQR 한 값을 실제 표본으로 가지고 있는 값과 비교해서 가장 가까운 값 경계 갚은 실제 표본 값에서 찾아서 설정해야 하니까 우로 설정하다 보니 38이라서 38을 경곗값으로 설정했다고 설명을 들은 거 같습니다 max 15 x IQR  15 x IQR 한 값과 가장 가까운 실제 표본 값 이 3가지 중에서 하나를 경곗값으로 하는 거라고 이해하면 될까요,코드2
어태커와 윈도스 10을 지우기만 하기를 선택했더니 파일이 이미 있어서 겹친다고 뜨는데 어떻게 다시 완전히 삭제할 수 있을까요 Machine settings file CUsersUserVirtualBox VMsAttackerAttackervbox already exists,웹
정말 정말 감사합니다 modelfit을 하는 과정에서 이런 에러가 떴는데 이건 GPU 문제일까요 No algorithm worked  Error messages	 node sequentialconv2dConv2D Opinferencetrainfunction4931,코드2
Neural Network와 DeepLearning은 동의어인가요 문득 발표를 듣다가 이에 대한 경험이 혼용되는 것 같아서 여쭤봅니다,이론
안녕하세요 실습 1 과정 중 궁금한 점이 있어 문의드립니다 예술 스포츠 및 여가 관련 서비스업으로 CGV 영화관을 선택했는데 문제가 2가지로 나와서 문제 종류도 탐색형과 설정형으로 선택했는데 설정형에 대한 이해가 잘 안되어 맞게 작성된 것인지 궁금하여 문의드립니다 ,이론
안녕하세요 3314번 문제 해결하다가 FAIL이 뜨는 이유를 몰라서 문의드립니다 재귀 함수를 사용해서 해결하고 있는데 재귀 함수 내에서 1 배열 정렬 2 가장 적은 사탕과 가장 많은 사탕의 차이가     a 0과 같으면 리턴    b 1 차이 나면 가장 많은 사탕 하나 먹고 재귀 함수 호출 연산 1    c 차이가 1보다 크면 가장 많은 사탕 하나 먹고 재귀 함수 호출 연산 1 그리고 가장 많은 사탕에서 가장 적은 사탕으로 하나 옮기고 재귀 함수 호출 연산 2 이런 식으로 구현했는데 아무리 생각해도 왜 실패가 뜨는지 모르겠습니다 혹시 예외 케이스 제공이 될까요,코드1
들어가지고 나서 5초 뒤에 계속 꺼지는데 해결 방법이 있을까요 ,시스템 운영
modelfittrainx trainy validationsplit02 epochs50 과같이 validationsplit을 통해 검증 데이터 셋의 비율을 설정하는데 처음 정해진 동일한 validation dataset을 가지고 계속 validation을 하는 건가요 또 valloss와 valaccuracy를 구하고 학습을 끝내기 전에 마지막으로 validation dataset으로 추가 학습을 시키고 모델 성능 향상을 위해 학습을 완전히 종료 하나 요추 가로 fit 함수를 실행시키면 매 epoch마다 cross validation이 진행되는지 궁금합니다,코드2
drivertedfindelementByCSSSELECTORlanguageslangkoclick,웹
1270018000signlanguage 창까지는 열렸는데 개인 url을 모르겠습니다,웹
,코드2
httpswebidektaiduktcokr57488g3l4drvg0blabtree1520EB8DB0EC9DB4ED84B020EBB688EB9FACEC98A4EAB8B020EBB08F20EBB684EC849DEDA1ECB0A8EB8DB0EC9DB4ED84B020EBB684EC849DipynB 주석 처리된  taget 자치구를 하면 float 에러가 발생하면서 진행되지 않습니다,코드2
아래의 코딩이 모든 케이스에 대해 Failed 가 뜹니다 요일 계산은 정확합니다 출제자의 의도가 무엇인지 궁금합니다 감사합니다  coding utf8 import randomN  randomrandrange110001printN N 일 후 from datetime import datetime timedeltatoday  datetimetodayweekdayprint 현재 06요일 datetimetodayweekdayd  today  N7  7dayList  0  월 1화 2수 3목 4금 5토 6일 print 콘서트 요일  dayListd,코드1
,코드2
실습 1실습 피드백 요청합니다,이론
전처리 전략을 만들고 있는데 영상의 왼쪽 상단의 로고에서 가우에 안 블러를 적용하거나 filter2d를 적용하는 것도 전략이라고 봐도 될까요,이론
감사합니다 그런데 운동 감각에 뭘 적으면 좋을까요 신호등 시스템이 약간 전광판 같은 걸 의도했는데요 그걸 진동으로 할 수는 없을 것 같아서 여쭙니다,이론
파이썬 첫날 강사님께서 첨부해 주신 백준 문제 중 제가 다음과 같이 코드를 작성했는데 시간 초과 에러가 나는데 이유와 조언 좀 해주시면 감사하겠습니다  강사님께서는 9번 라인에서 y  nty1  strz1 이렇게 전부 int형으로 바꿔주시고 y  stry 문장을 다음 줄에 추가하시어 다시 str형으로 바꿔주셨는데 이렇게 하신 이유가 궁금합니다 문제 링크 httpswwwacmicpcnetproblem1110,코드1
안녕하세요 여기서 강사님께서는 asindexFalse를 쓰셨는데 출력값이 큰 차이가 없어서요 True라고 써도 무방한가요 아니면 여기서는 무조건 False로 써야 할까요 False의 경우 핵 번호 기반으로 한 정숫값이 인덱스로 설정된다고 하던데 좌측에 012 열이 붙는다는 거 말고 0 1 2순서로 정렬된다는 차이를 잘 모르겠습니다 질문이 많은데 여러모로 노고에 감사드립니다,코드2
오전에는 잘 따라가고 있었는데 오후에 실습할 때 python managepy makemigrations blog 이 명령어를 치면 아래의 사진처럼 나오고 강사님처럼 작동하지 않습니다 제가 어떤 부분을 놓친 걸까요,웹
업종별 숫자가 현재 object형인데 int형으로 바꾸려 하는데를 replace 록으로 넣고 astype로 바꾸려 하는데 오류 원인을 알 수 있을까요 ,코드2
modelevaluate 함수 이용해서 모델 성능을 평가하려고 하는데 TESTPATH에 test data 클래스를 나눠놓은 상태에서 진행해야 평가하는 게 의미 있나요 아니면 그냥 test 초 단위로 분류만 해놓고 모델 평가해도 괜찮은가요,코드2
공공기관의 고객은 국민과 같이 폭넓게 생각을 해야 하나요 예를 들어  공공행정의 지역 경제 특화거리 활성화같이 분야를 조금 좁혀서 생각을 하면 특화 거리를 구성하는 모든 사람들을 고객으로 잡아야 할까요,이론
label을 5050 정도의 비율로 나누지 않고 데이터처리해도 괜찮은 건가요 어떤 경우에 50  50의 비율로 나누어서 데이터처리를 해주는 거나요,이론
AIDU에 올라온 실습 문제를 풀다 궁금증이 생겨 질문드립니다 문제의 조건에서 딥러닝 모델링 시에  Fully connect layer를 n 개 이상 만들어라라는 것이 있는데 이 fully connected layer라는 게 정확히 어떤 걸 의미하는지 알 수 있을까 요각 실습마다 fc layer의 조건이 1개 2개 또는 3개 이상 이렇게 조건들이 달랐는데 답안지를 보니 모델링 코드 작성 과정에서 어떤 점에서 차이가 있는지 잘 모르겠습니다 캡처한 사진 첨부하겠습니다,코드2
unsupported operand types for  str and int 시각화할 때 에러가 나서요 감사합니다,코드2
딥러닝에서 스케일링이 쓰이는 이유에 대해 추가 질문하고 싶습니다 머신러닝에서는 특성별로 다른 데이터의 스케일을 같은 범위로 맞춰주기 위해 스케일링을 하여 성능을 향상시키는 것으로 알고 있습니다딥러닝에서도 위와 같은 이유로도 스케일링을 하는 것인 가요 하지만 저희 실습에서 모든 feature의 최대 최솟값이 이미 0255로 범위가 고정된 상태인데 이를  다시 범위 01로 맞추는 이유가 있을까요,이론
4 IT 인프라 구조 인공지능 설루션을 개발하는 A 벤처 회사는 보안 등의 문제로 특별한 경우를 제외하고는 유선 네트워크를 사용하도록 하고 있습니다  회사 직원이 늘어남에 따라 새로 입사하는 직원이 사용할 유선 회선 부족이 문제가 되고 있습니다  이 문제를 해결할 수 있는 방안에 대한 설명으로 옳은 것은 문제 정답에 대한 문의입니다 복수 정답이 아닌가 싶어 문의드립니다 게시된 정답은  L2 스위치를 구매하여 기존 네트워크에 추가 구성한다입니다 그런데   L3 라우터를 구매하여 기존 네트워크에 추가 구성한다 도 복수 정답 아닐까요 L3 라우터에도 유선 회선을 꽂아 사용할 수 있으니 새로 입사하는 직원이 사용할 유선 회선 부족이 문제를 해결할 수 있는 방법이라고 여겨집니다 L3 스위치가 아니더라도 시스코 장비 실습 때 사용했던 라우터 장비 역시 유선 회선을 꽂을 수 있었는데요 2번과 4번 복수 정답이 될지 문의드립니다,웹
,코드1
네트워크 오류가 뜨면서 putty 접속이 안됩니다,웹
안녕하세요 어제 실습 1을 바탕으로 실습 2를 진행했는데 부족한 부분이 있어서 강의가 끝나고 부족한 부분은 추가할 예정입니다 만약 추가된 부분이 있다면 11 문의에 올리면 피드백을 주실 수 있는지 궁금합니다 ,이론
,코드2
퍼블릭에서부터 오류가 나요 The CIDR 1001024 conflicts with another subnet 이제는 이런 오류가 뜨네요,웹
